epoch,train_loss,train_acc,val_loss,val_acc,val_miou
1,0.7647027879953384,0.736320297106759,0.6749027907848358,0.7449778816115357,0.18236486613750458
2,0.5963070211932063,0.7853137593541953,0.5368398696184158,0.8054504792868785,0.20756599307060242
3,0.5453642256557941,0.7997313365731515,0.5199436731636524,0.8088682321115339,0.21966299414634705
4,0.525801633298397,0.8059038675880767,0.4983574353158474,0.8162325257606837,0.22094349563121796
5,0.5069878360256552,0.8098793713658088,0.5321763984858989,0.7963720296146723,0.22889386117458344
6,0.49607101604342463,0.8128181034242224,0.46537332981824875,0.8216601564189634,0.24603384733200073
7,0.4904266992583871,0.8135146733024281,0.47655582055449486,0.8181864269986316,0.235252246260643
8,0.4797929501160979,0.8158007354433612,0.4703653611242771,0.819079380919207,0.2415221482515335
9,0.478842880576849,0.8165314856506527,0.4739265151321888,0.8235681314045494,0.2604256272315979
10,0.4729284290224314,0.8182865425324074,0.44470887929201125,0.8292146432738777,0.30670449137687683
11,0.45915093924850225,0.8228894869681228,0.44277624413371086,0.8278626812687553,0.2792259752750397
12,0.4505545638501644,0.8252335540755809,0.4367391139268875,0.8297880217209547,0.32659512758255005
13,0.4478071089833975,0.8251032070176719,0.43747058138251305,0.8273578741513821,0.32365792989730835
14,0.4459584502503276,0.8260918872692476,0.4376452028751373,0.8298316580216751,0.3532305061817169
15,0.4449117984622717,0.8264530004141794,0.441707144677639,0.8282627867083064,0.3316252827644348
16,0.43343787025660274,0.8300128844048678,0.4388637706637383,0.8303707508039002,0.3466392457485199
17,0.4312799805775285,0.830813739171057,0.4518388770520687,0.8234031912766073,0.3512490689754486
18,0.4304884150624275,0.8306915006373568,0.43476196378469467,0.8296764501882086,0.3592466711997986
19,0.41719291619956494,0.8358906581888531,0.4505743272602558,0.8281113318511409,0.3668118119239807
20,0.42084425017237664,0.8345487415550439,0.42975843101739886,0.8329082080517753,0.38592296838760376
21,0.41561238914728166,0.8363539601248358,0.4230512320995331,0.8375424976858766,0.38872432708740234
22,0.4080296654254198,0.8392255111644481,0.4396842889487743,0.8337789621633834,0.37597042322158813
23,0.40597274284809826,0.8401395802158829,0.4286524049937725,0.8345778372373617,0.3935219943523407
24,0.39844376426190137,0.8424027982451645,0.44383835345506667,0.829867979199097,0.35880613327026367
25,0.39727340657263993,0.8430161842394315,0.42961306869983673,0.834991873216064,0.41004809737205505
26,0.3986240928992629,0.8415737268393798,0.4185827672481537,0.8378680524775496,0.40997734665870667
27,0.38659525383263826,0.8467902663714402,0.42350710481405257,0.8366077521478474,0.4179510474205017
28,0.38461856041103604,0.8470510131587019,0.4307134047150612,0.8366623293286319,0.4108021855354309
29,0.3793177388608456,0.8495038343646473,0.42866657450795176,0.8355479498062955,0.42025038599967957
30,0.37991204727441075,0.8483555408298395,0.4412783354520798,0.8318252517547391,0.4154660403728485
31,0.3765639265999198,0.8499974802463649,0.4392260335385799,0.8352726467311958,0.39273571968078613
32,0.3681243363767862,0.8531488975899401,0.4310860298573971,0.8347247121912446,0.41866812109947205
33,0.3766546132043004,0.8497320581414327,0.4386455751955509,0.8346387117851598,0.4190376102924347
34,0.3699577761813998,0.8523342291635245,0.4346015028655529,0.8356560228018118,0.4214584231376648
35,0.3598725192248821,0.8556310248149886,0.4367713414132595,0.8362703023295932,0.4267529249191284
36,0.36563749276101587,0.8533382523678074,0.43612475097179415,0.8353976399249506,0.3952072560787201
37,0.3595688473433256,0.8560277211221385,0.4463275343179703,0.8352364527733095,0.4380638897418976
38,0.35216486304998396,0.8581145833792013,0.4485070094466209,0.8347939196186264,0.42950665950775146
39,0.35011038314551113,0.8591184047368668,0.449481525272131,0.8348687883153436,0.41078153252601624
40,0.3471413175575435,0.8597174766566229,0.4366114936769009,0.8379396134663405,0.4294489622116089
41,0.34089043978601696,0.8621271156816209,0.4484932586550713,0.8349596230637822,0.43233007192611694
42,0.3409785903990269,0.8620153776822906,0.4418421246111393,0.8371956972317538,0.4242045283317566
43,0.34299935046583413,0.8614671569743316,0.47332136183977125,0.831975879684923,0.4067957401275635
44,0.3420182354748249,0.8616438770752908,0.4573852472007275,0.8356991502243898,0.4375007152557373
45,0.3314919343218207,0.865366894947401,0.4523293748497963,0.8349122337867607,0.4349437952041626
46,0.32874673353508116,0.8659799689195257,0.4851054422557354,0.8352246849662639,0.41516757011413574
47,0.32780433231964706,0.8665708109141962,0.4549633041024208,0.8386353771066919,0.4376910924911499
48,0.32000039480626585,0.8688628685153076,0.4531474344432354,0.8389559067267075,0.4315586984157562
49,0.3177776589989662,0.8697081225256383,0.4612379290163517,0.8363984760117388,0.4495636820793152
50,0.31448726495727897,0.8705900496561083,0.4631420858204365,0.8364640576823552,0.44585108757019043
51,0.31118021523579953,0.8721849841539911,0.453429014980793,0.8383591198850749,0.4468380808830261
52,0.31088372906669975,0.8720528261273439,0.4958395577967167,0.8310924672295198,0.41279929876327515
53,0.3156826105900109,0.8702601920373335,0.4797093726694584,0.8350477862019727,0.4517078697681427
54,0.31199751384556296,0.8715171147581964,0.46406942382454874,0.8360568279488089,0.451161652803421
55,0.30809445297345517,0.8729063581346478,0.4625844843685627,0.8380981926175012,0.44621071219444275
56,0.3021923271007836,0.8749259209521646,0.4768111802637577,0.836452480704613,0.4442318081855774
57,0.30448174457997085,0.8741825534064147,0.4696918100118637,0.8380686140754676,0.4537613093852997
58,0.29573056092485783,0.8771414707547849,0.4894571788609028,0.8358569660583368,0.4344290792942047
59,0.29315190119668844,0.8779528963439418,0.48886149004101753,0.8380218608961242,0.43814772367477417
60,0.29216447472572327,0.878334851936474,0.4849250830709934,0.835814792782276,0.4330890476703644
61,0.29882272612303495,0.8763267761004702,0.47818747758865354,0.8376549597553721,0.45222342014312744
62,0.2872183027677238,0.8797153162067635,0.489234022796154,0.8328417358444095,0.4230394959449768
63,0.2857683998532593,0.8803512512912048,0.47829062938690187,0.836854685266502,0.4413122236728668
64,0.2783690239302814,0.8827603699489049,0.4888618104159832,0.8393254794777079,0.44610369205474854
65,0.2798201403580606,0.882287298406838,0.48856164515018463,0.8369738899713858,0.44382748007774353
66,0.278036493062973,0.8829860491859401,0.5027205139398575,0.8305495578612259,0.4346158504486084
67,0.2760540422052145,0.8836390931440793,0.5049807541072369,0.8365556557480076,0.4419587254524231
68,0.27133794855326415,0.8853154103693612,0.49284043312072756,0.8365982742924432,0.4573778212070465
69,0.2879837083630264,0.8794882433537248,0.5591873973608017,0.8173444245020755,0.3672144412994385
70,0.32777933198958636,0.866557312248533,0.47386654242873194,0.8369119976673026,0.4449275732040405
71,0.27720089349895716,0.8831921882607526,0.5001555010676384,0.8362658496458463,0.4485225975513458
72,0.27142623970285057,0.8850372717216972,0.4953485757112503,0.8376916625914008,0.44091910123825073
73,0.2700003786943853,0.8855706326632354,0.513868947327137,0.8356831205629006,0.4356796145439148
74,0.2667927946895361,0.8865821485011082,0.5145052820444107,0.8366775956729073,0.4474882483482361
75,0.26085917549207804,0.8887440892677327,0.5097558207809925,0.8390164632256666,0.4556812644004822
76,0.25822468446567653,0.8895260011616425,0.5152679912745952,0.8373581565787512,0.4407154321670532
77,0.2563935980200768,0.8900288405332836,0.5205107532441616,0.8386267261782692,0.45389536023139954
78,0.25480954768136144,0.890372462638586,0.5153176970779896,0.8356098421103787,0.4557569921016693
79,0.25405936762690545,0.890741643623578,0.5294048130512238,0.8359053730916434,0.4630679190158844
80,0.2512907203286886,0.8918791301664407,0.523647366464138,0.8372313187017297,0.44827115535736084
